Key;Item.Type;Publication.Year;Author;Title;Publication.Title;ISBN;ISSN;DOI;Url;Abstract.Note;Date;Date.Added;Date.Modified;Access.Date;Pages;Num.Pages;Issue;Volume;Number.Of.Volumes;Journal.Abbreviation;Short.Title;Series;Series.Number;Series.Text;Series.Title;Publisher;Place;Language;Rights;Type;Archive;Archive.Location;Library.Catalog;Call.Number;Extra;Notes;File.Attachments;Link.Attachments;Manual.Tags;Automatic.Tags;Editor;Series.Editor;Translator;Contributor;Attorney.Agent;Book.Author;Cast.Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed.Author;Scriptwriter;Words.By;Guest;Number;Edition;Running.Time;Scale;Medium;Artwork.Size;Filing.Date;Application.Number;Assignee;Issuing.Authority;Country;Meeting.Name;Conference.Name;Court;References;Reporter;Legal.Status;Priority.Numbers;Programming.Language;Version;System;Code;Code.Number;Section;Session;Committee;History;Legislative.Body
IJZTZPF9;journalArticle;2020;"Karunaratne, Senani; Thomson, Anna; Morse-McNabb, Elizabeth; Wijesingha, Jayan; Stayches, Dani; Copland, Amy; Jacobs, Joe";The Fusion of Spectral and Structural Datasets Derived from an Airborne Multispectral Sensor for Estimation of Pasture Dry Matter Yield at Paddock Scale with Time;Remote Sensing;NA;2072-4292;10.3390/rs12122017;https://www.mdpi.com/2072-4292/12/12/2017;This study aimed to develop empirical pasture dry matter (DM) yield prediction models using an unmanned aerial vehicle (UAV)-borne sensor at four flying altitudes. Three empirical models were developed using features generated from the multispectral sensor: Structure from Motion only (SfM), vegetation indices only (VI), and in combination (SfM+VI) within a machine learning modelling framework. Four flying altitudes were tested (25 m, 50 m, 75 m and 100 m) and based on independent model validation, combining features from SfM+VI outperformed the other models at all heights. However, the importance of SfM-based features changed with altitude, with limited importance at 25 m but at all higher altitudes SfM-based features were included in the top 10 features in a variable importance plot. Based on the independent validation results, data generated at 25 m flying altitude reported the best model performances with model accuracy of 328 kg DM/ha. In contrast, at 100 m flying altitude, the model reported an accuracy of 402 kg DM/ha which demonstrates the potential of scaling up this technology at farm scale. The spatial-temporal maps provide valuable information on pasture DM yield and DM accumulation of herbage mass over the time, supporting on-farm management decisions.;23.06.2020;27.05.2025 07:08;27.05.2025 07:08;27.05.2025 07:08;2017;NA;12;12;NA;Remote Sensing;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\ITTAUTSM\Karunaratne et al. - 2020 - The Fusion of Spectral and Structural Datasets Der.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
IV6ENHWV;journalArticle;2020;"Lussem, Ulrike; Schellberg, Jürgen; Bareth, Georg";Monitoring Forage Mass with Low-Cost UAV Data: Case Study at the Rengen Grassland Experiment;PFG – Journal of Photogrammetry, Remote Sensing and Geoinformation Science;NA;2512-2789, 2512-2819;10.1007/s41064-020-00117-w;https://link.springer.com/10.1007/s41064-020-00117-w;Abstract                            Monitoring and predicting above ground biomass yield of grasslands are of key importance for grassland management. Established manual methods such as clipping or rising plate meter measurements provide accurate estimates of forage yield, but are time consuming and labor intensive, and do not provide spatially continuous data as required for precision agriculture applications. Therefore, the main objective of this study is to investigate the potential of sward height metrics derived from low-cost unmanned aerial vehicle-based image data to predict forage yield. The study was conducted over a period of 3 consecutive years (2014–2016) at the Rengen Grassland Experiment (RGE) in Germany. The RGE was established in 1941 and is since then under the same management regime of five treatments in a random block design and two harvest cuts per year. For UAV-based image acquisition, a DJI Phantom 2 with a mounted Canon Powershot S110 was used as a low-cost aerial imaging system. The data were investigated at different levels (e.g., harvest date-specific, year-specific, and plant community-specific). A pooled data model resulted in an               R               2               of 0.65 with a RMSE of 956.57 kg ha               −1               , although cut-specific or date-specific models yielded better results. In general, the UAV-based metrics outperformed the traditional rising plate meter measurements, but was affected by the timing of the harvest cut and plant community.                        ,              Zusammenfassung                            Ertragsmonitoring im Grünland mit kostengünstigen UAV-Daten: Ein Fallbeispiel vom Dauerdüngungsversuch Rengen               . Ertragsmonitoring und -abschätzung sind Schlüsselkomponenten im Grünlandmanagement. Manuelle destruktive oder invasive Methoden wie destruktive Messung der oberirdischen Biomasse oder Rising Plate Meter Messungen erlauben punktuell präzise Ertragsabschätzungen, sind jedoch zeit- und kostenintensiv. Darüber hinaus erzeugen diese Methoden keine räumlich kontinuierlichen Daten, wie sie für präzisionslandwirtschaftliche Anwendungen benötigt werden. Ziel dieser Arbeit ist es, das Potenzial aus drohnenbasierten Bilddaten abgeleiteten Metriken der Grasnarbenhöhe zur Ertragsabschätzung zu untersuchen. Die Studie wurde in einem Zeitraum von drei Jahren (2014-2016) auf dem Dauerdüngungsversuch Rengen durchgeführt. Er wurde 1941 eingerichtet und unterliegt seitdem dem gleichen Managementsystem von fünf Düngestufen in einem randomisierten Block Design mit zwei Ernten im Jahr. Die drohnenbasierten Bilddaten wurden mit einer Canon Powershot S110 aufgenommen, die an einer DJI Phantom 2 montiert war. Die gewonnenen Daten wurden auf mehreren Leveln untersucht (Erntezeitpunkt, Jahr, Pflanzengesellschaft). Ein Modell des gepoolten Datensatzes resultierte in einem R               2               von 0.65 mit einem RMSE von 956.57 kg ha               −1               , wobei jedoch z.B. erntezeitpunktspezifische Modelle bessere Ergebnisse erzielten. Allgemein betrachtet erzielten die drohnenbasierten Metriken bessere Ertragsabschätzungen als die traditionelle Methode des Rising Plate Meters. Die Ergebnisse wurden jedoch von Erntezeitpunkt und Pflanzengesellschaft beeinflusst.;2020-10;27.05.2025 07:08;27.05.2025 07:08;27.05.2025 07:08;407-422;NA;5;88;NA;PFG;Monitoring Forage Mass with Low-Cost UAV Data;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\WKGRV693\Lussem et al. - 2020 - Monitoring Forage Mass with Low-Cost UAV Data Cas.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Y5JHTJ7Y;journalArticle;2018;"Zhang, Huifang; Sun, Yi; Chang, Li; Qin, Yu; Chen, Jianjun; Qin, Yan; Du, Jiaxing; Yi, Shuhua; Wang, Yingli";Estimation of Grassland Canopy Height and Aboveground Biomass at the Quadrat Scale Using Unmanned Aerial Vehicle;Remote Sensing;NA;2072-4292;10.3390/rs10060851;https://www.mdpi.com/2072-4292/10/6/851;Aboveground biomass is a key indicator of a grassland ecosystem. Accurate estimation from remote sensing is important for understanding the response of grasslands to climate change and disturbance at a large scale. However, the precision of remote sensing inversion is limited by a lack in the ground truth and scale mismatch with satellite data. In this study, we first tried to establish a grassland aboveground biomass estimation model at 1 m2 quadrat scale by conducting synchronous experiments of unmanned aerial vehicle (UAV) and field measurement in three different grassland ecosystems. Two flight modes (the new QUADRAT mode and the commonly used MOSAIC mode) were used to generate point clouds for further processing. Canopy height metrics of each quadrat were then calculated using the canopy height model (CHM). Correlation analysis showed that the mean of the canopy height model (CHM_mean) had a significant linear relationship with field height (R2 = 0.90, root mean square error (RMSE) = 19.79 cm, rRMSE = 16.5%, p < 0.001) and a logarithmic relationship with field aboveground biomass (R2 = 0.89, RMSE = 91.48 g/m2, rRMSE = 16.11%, p < 0.001). We concluded our study by conducting a preliminary application of estimation of the aboveground biomass at a plot scale by jointly using UAV and the constructed 1 m2 quadrat scale estimation model. Our results confirmed that UAV could be used to collect large quantities of ground truths and bridge the scales between ground truth and remote sensing pixels, which were helpful in improving the accuracy of remote sensing inversion of grassland aboveground biomass.;31.05.2018;27.05.2025 07:08;27.05.2025 07:08;27.05.2025 07:08;851;NA;6;10;NA;Remote Sensing;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\XQFXDS7A\Zhang et al. - 2018 - Estimation of Grassland Canopy Height and Abovegro.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WRWUBCG3;journalArticle;2020;"Lu, Fengshuai; Sun, Yi; Hou, Fujiang";Using UAV Visible Images to Estimate the Soil Moisture of Steppe;Water;NA;2073-4441;10.3390/w12092334;https://www.mdpi.com/2073-4441/12/9/2334;Although unmanned aerial vehicles (UAVs) have been utilized in many aspects of steppe management, they have not been commonly used to monitor the soil moisture of steppes. To explore the technology of detecting soil moisture by UAV in a typical steppe, we conducted a watered test in the Loess Plateau of China, quantitatively revealing the relationship between the surface soil moisture and the visible images captured using an UAV. The results showed that the surface soil moisture was significantly correlated with the brightness of UAV visible images, and the surface soil moisture could be estimated based on the brightness of the visible images of the UAV combined with vegetation coverage. This study addresses the problem of soil moisture measurement in flat regions of arid and semi-arid steppes at the mesoscale, and contributes to the popularization of the use of UAVs in steppe ecological research.;19.08.2020;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;2334;NA;9;12;NA;Water;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\ZVH28PBZ\Lu et al. - 2020 - Using UAV Visible Images to Estimate the Soil Mois.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
JWT248YP;journalArticle;2019;"Sha, Zongyao; Wang, Yuwei; Bai, Yongfei; Zhao, Yujin; Jin, Hua; Na, Ya; Meng, Xiaoliang";Comparison of leaf area index inversion for grassland vegetation through remotely sensed spectra by unmanned aerial vehicle and field-based spectroradiometer;Journal of Plant Ecology;NA;1752-993X;10.1093/jpe/rty036;https://academic.oup.com/jpe/article/12/3/395/5098276;;15.05.2019;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;395-408;NA;3;12;NA;;;;NA;NA;NA;NA;NA;en;https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\AZ58WRTJ\Sha et al. - 2019 - Comparison of leaf area index inversion for grassl.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CD2JQHM5;journalArticle;2024;"Pranga, Joanna; Borra-Serrano, Irene; Quataert, Paul; De Swaef, Tom; Vanden Nest, Thijs; Willekens, Koen; Ruysschaert, Greet; Janssens, Ivan A.; Roldán-Ruiz, Isabel; Lootens, Peter";Quantification of species composition in grass-clover swards using RGB and multispectral UAV imagery and machine learning;Frontiers in Plant Science;NA;1664-462X;10.3389/fpls.2024.1414181;https://www.frontiersin.org/articles/10.3389/fpls.2024.1414181/full;Introduction               Growing grass-legume mixtures for forage production improves both yield productivity and nutritional quality, while also benefiting the environment by promoting species biodiversity and enhancing soil fertility (through nitrogen fixation). Consequently, assessing legume proportions in grass-legume mixed swards is essential for breeding and cultivation. This study introduces an approach for automated classification and mapping of species in mixed grass-clover swards using object-based image analysis (OBIA).                                         Methods               The OBIA procedure was established for both RGB and ten band multispectral (MS) images capturedby an unmanned aerial vehicle (UAV). The workflow integrated structural (canopy heights) and spectral variables (bands, vegetation indices) along with a machine learning algorithm (Random Forest) to perform image segmentation and classification. Spatial k-fold cross-validation was employed to assess accuracy.                                         Results and discussion               Results demonstrated good performance, achieving an overall accuracy of approximately 70%, for both RGB and MS-based imagery, with grass and clover classes yielding similar F1 scores, exceeding 0.7 values. The effectiveness of the OBIA procedure and classification was examined by analyzing correlations between predicted clover fractions and dry matter yield (DMY) proportions. This quantification revealed a positive and strong relationship, with R2 values exceeding 0.8 for RGB and MS-based classification outcomes. This indicates the potential of estimating (relative) clover coverage, which could assist breeders but also farmers in a precision agriculture context.;19.06.2024;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;1414181;NA;;15;NA;Front. Plant Sci.;;;NA;NA;NA;NA;NA;;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\AICT2PHY\Pranga et al. - 2024 - Quantification of species composition in grass-clo.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WVCU8ISZ;journalArticle;2022;"Lv, Yanyan; Zhao, X. Q.; Zhang, S. R.; Zhang, J. G.; Yue, K. T.; Meng, B. P.; Li, M.; Cui, W. X.; Sun, Y.; Zhang, J. G.; Chang, L.; Li, J. R.; Yi, S. H.; Shen, M. H.";Herbaceous Dominant the Changes of Normalized Difference Vegetation Index in the Transition Zone Between Desert and Typical Steppe in Inner Mongolia, China;Frontiers in Plant Science;NA;1664-462X;10.3389/fpls.2021.832044;https://www.frontiersin.org/articles/10.3389/fpls.2021.832044/full;"Asymmetric responses of aboveground net primary productivity (ANPP) to precipitation were identified as a signal to predict ecosystem state shifts at temperate grassland zones in Inner Mongolia, China. However, mechanism studies were still lacking. This study hypothesized that the enhanced growth and newly emerged herbaceous after increased precipitation resulted in the highest asymmetry at the transition zone between desert and typical steppe. We monitored the responses of the normalized difference vegetation index (NDVI) of different species to precipitation events using un-manned aerial vehicle technology to test this hypothesis. NDVI and species richness were measured twice at fixed points in July and August with a time interval of 15 days. Results showed that: (1) From July to August, NDVI in the transition zone increased significantly after precipitation (               P               &lt; 0.05), but NDVI in both the desert and typical steppe showed a non-significant change (               P               &gt; 0.05). (2) In the transition zone, NDVI increases from the shrub and herbaceous contributed to 37 and 63% increases of the site NDVI, respectively. (3) There was a significant difference in species richness between July and August in the transition zone (               P               &lt; 0.05), mainly caused by the herbaceous (Chenopodiaceae, Composite, Convolvulaceae, Gramineae, Leguminosae, and Liliaceae), which either emerged from soil or tillers growth from surviving plants. This study demonstrated that herbaceous dominant the changes of NDVI in the transition zone, which provides a scientific basis for the mechanism studies of ANPP asymmetric response to precipitation and warrants long-term measurements.";07.02.2022;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;832044;NA;;12;NA;Front. Plant Sci.;;;NA;NA;NA;NA;NA;;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\IADTYYP9\Lv et al. - 2022 - Herbaceous Dominant the Changes of Normalized Diff.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2388SXEQ;journalArticle;2021;"Qin, Yu; Yi, Shuhua; Ding, Yongjian; Qin, Yan; Zhang, Wei; Sun, Yi; Hou, Xiumin; Yu, Hongyan; Meng, Baoping; Zhang, Huifang; Chen, Jianjun; Wang, Zhiwei";Effects of plateau pikas’ foraging and burrowing activities on vegetation biomass and soil organic carbon of alpine grasslands;Plant and Soil;NA;0032-079X, 1573-5036;10.1007/s11104-020-04489-1;http://link.springer.com/10.1007/s11104-020-04489-1;;2021-01;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;201-216;NA;01. Feb;458;NA;Plant Soil;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\DD5S299C\Qin et al. - 2021 - Effects of plateau pikas’ foraging and burrowing a.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6XXK5YVE;journalArticle;2022;"Shi, Yan; Gao, Jay; Li, Xilai; Li, Jiexia; Brierley, Gary";Effects of disturbances on aboveground biomass of alpine meadow in the Yellow River Source Zone, Western China;Ecology and Evolution;NA;2045-7758, 2045-7758;10.1002/ece3.8640;https://onlinelibrary.wiley.com/doi/10.1002/ece3.8640;Abstract                            A field experiment quantifies the impacts of two external disturbances (mowing‐simulated grazing and number of pika) on aboveground biomass (AGB) in the Yellow River Source Zone from 2018 to 2020. AGB was estimated from drone images for 27 plots subject to three levels of each disturbance (none, moderate, and severe). The three mowing severities bear a close relationship with AGB and its annual change. The effects of pika disturbance on AGB change were overwhelmed by the significantly different AGB at different mowing severities (−.471 <                r                < −.368), but can still be identified by inspecting each mowing intensity (−.884 <                r                < −.626). The impact of severe mowing on AGB loss was more profound than that of severe pika disturbance in heavily disturbed plots, and the joint effects of both severe disturbances had the most impacts on AGB loss. However, pika disturbance made little difference to AGB change in the moderate and non‐mowed plots. Mowing intensity weakens the relationship between pika population and AGB change, but pika disturbance hardly affects the relationship between mowing severity and AGB change. The effects of both disturbances on AGB were further complexified by the change in monthly mean temperature. Results indicate that reducing mowing intensity is more effective than controlling pika population in efforts to achieve sustainable grazing of heavily disturbed grassland.;2022-03;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;e8640;NA;3;12;NA;Ecology and Evolution;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\XB8DZBBJ\Shi et al. - 2022 - Effects of disturbances on aboveground biomass of .pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CVFVQHZQ;journalArticle;2023;"Amitrano, Donato; Cicala, Luca; De Mizio, Marco; Tufano, Francesco";UAV Hyperspectral Characterization of Vegetation Using Entropy-Based Active Sampling for Partial Least Square Regression Models;Applied Sciences;NA;2076-3417;10.3390/app13084812;https://www.mdpi.com/2076-3417/13/8/4812;Optimization of agricultural practices is key for facing the challenges of modern agri-food systems, which are expected to satisfy a growing demand of food production in a landscape characterized by a reduction in cultivable lands and an increasing awareness of sustainability issues. In this work, an operational methodology for characterization of vegetation biomass and nitrogen content based on close-range hyperspectral remote sensing is introduced. It is based on an unsupervised active learning technique suitable for the calibration of a partial least square regression. The proposed technique relies on an innovative usage of Shannon’s entropy and allows for the set-up of an incremental monitoring framework from scratch aiming at minimizing field sampling activities. Experimental results concerning the estimation of grassland biomass and nitrogen content returned RMSE values of 2.05 t/ha and 4.68 kg/ha, respectively. They are comparable with the literature, mostly relying on supervised frameworks and confirmed the suitability of the proposed methodology with operational environments.;11.04.2023;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;4812;NA;8;13;NA;Applied Sciences;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\GKQEZ2G6\Amitrano et al. - 2023 - UAV Hyperspectral Characterization of Vegetation U.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
U57D3IDB;journalArticle;2023;"Zhang, Huifang; Tang, Zhonggang; Wang, Binyao; Kan, Hongcheng; Sun, Yi; Qin, Yu; Meng, Baoping; Li, Meng; Chen, Jianjun; Lv, Yanyan; Zhang, Jianguo; Niu, Shuli; Yi, Shuhua";A 250 m annual alpine grassland AGB dataset over the Qinghai–Tibet Plateau (2000–2019) in China based on in situ measurements, UAV photos, and MODIS data;Earth System Science Data;NA;1866-3516;10.5194/essd-15-821-2023;https://essd.copernicus.org/articles/15/821/2023/;"Abstract. The alpine grassland ecosystem accounts for 53 % of the Qinghai–Tibet Plateau (QTP) area and is an important ecological protection barrier, but it is fragile and vulnerable to climate change. Therefore, continuous monitoring of grassland aboveground biomass (AGB) is necessary. Although many studies have mapped the spatial distribution of AGB for the QTP, the results vary widely due to the limited ground samples and mismatches with satellite pixel scales. This paper proposed a new algorithm using unmanned aerial vehicles (UAVs) as a bridge to estimate the grassland AGB on the QTP from 2000 to 2019. The innovations were as follows: (1) in terms of ground data acquisition, spatial-scale matching among the traditional ground samples, UAV photos, and MODIS pixels was considered. A total of 906 pairs between field-harvested AGB and UAV sub-photos and 2602 sets of MODIS pixel-scale UAV data (over 37 000 UAV photos) were collected during 2015–2019. Therefore, the ground validation samples were sufficient and scale-matched. (2) In terms of model construction, the traditional quadrat scale (0.25 m2) was successfully upscaled to the MODIS pixel scale (62 500 m2) based on the random forest and stepwise upscaling methods. Compared with previous studies, the scale matching of independent and dependent variables was achieved, effectively reducing the impact of spatial-scale mismatch. The results showed that the correlation between the AGB values estimated by UAV and MODIS vegetation indices was higher than that between field-measured AGB and MODIS vegetation indices at the MODIS pixel scale. The multi-year validation results showed that the constructed MODIS pixel-scale AGB estimation model had good robustness, with an average R2 of 0.83 and RMSE of 34.13 g m−2. Our dataset provides an important input parameter for a comprehensive understanding of the role of the QTP under global climate change. The dataset is available from the National Tibetan Plateau/Third Pole Environment Data Center (https://doi.org/10.11888/Terre.tpdc.272587; H. Zhang et al., 2022).";14.02.2023;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;821-846;NA;2;15;NA;Earth Syst. Sci. Data;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\B3RDU42L\Zhang et al. - 2023 - A 250 m annual alpine grassland AGB dataset over t.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
T2LGPN5A;journalArticle;2019;"Rueda-Ayala, Victor; Peña, José; Höglind, Mats; Bengochea-Guevara, José; Andújar, Dionisio";Comparing UAV-Based Technologies and RGB-D Reconstruction Methods for Plant Height and Biomass Monitoring on Grass Ley;Sensors;NA;1424-8220;10.3390/s19030535;https://www.mdpi.com/1424-8220/19/3/535;Pastures are botanically diverse and difficult to characterize. Digital modeling of pasture biomass and quality by non-destructive methods can provide highly valuable support for decision-making. This study aimed to evaluate aerial and on-ground methods to characterize grass ley fields, estimating plant height, biomass and volume, using digital grass models. Two fields were sampled, one timothy-dominant and the other ryegrass-dominant. Both sensing systems allowed estimation of biomass, volume and plant height, which were compared with ground truth, also taking into consideration basic economical aspects. To obtain ground-truth data for validation, 10 plots of 1 m2 were manually and destructively sampled on each field. The studied systems differed in data resolution, thus in estimation capability. There was a reasonably good agreement between the UAV-based, the RGB-D-based estimates and the manual height measurements on both fields. RGB-D-based estimation correlated well with ground truth of plant height (     R 2  > 0.80    ) for both fields, and with dry biomass (     R 2  = 0.88    ), only for the timothy field. RGB-D-based estimation of plant volume for ryegrass showed a high agreement (     R 2  = 0.87    ). The UAV-based system showed a weaker estimation capability for plant height and dry biomass (     R 2  < 0.6    ). UAV-systems are more affordable, easier to operate and can cover a larger surface. On-ground techniques with RGB-D cameras can produce highly detailed models, but with more variable results than UAV-based models. On-ground RGB-D data can be effectively analysed with open source software, which is a cost reduction advantage, compared with aerial image analysis. Since the resolution for agricultural operations does not need fine identification the end-details of the grass plants, the use of aerial platforms could result a better option in grasslands.;28.01.2019;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;535;NA;3;19;NA;Sensors;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\NL57GKLM\Rueda-Ayala et al. - 2019 - Comparing UAV-Based Technologies and RGB-D Reconst.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
